{}
.
// Comments start with //
// The first line, {} currently, is a special symbol for adding text dynamically from the program, it is the dynamic substitution symbol
// The second line, . currently, is another special symbol, this one representing the static subsitution symbol
// Answers that are a point (.) are an abbreviation of the previous answer, when executing the file the previous answer is copied into the point
// The point after a number copies the whole number that came before into the new one
// The point where a question should be copies the questions that have the same CopyQuestion... key where the point is applying the answer there
// It is only possible to combine keys with CopyQuestion... and DontShowAsExample. 
// These keys should not be the first one in the column (except with the sections with numbers, there it does not matter the position of CopyQuestion...) 
// Before each section the days before the examination are indicated. The first section is the exception since it does not have a designated time. 
// The file is in format: Actions	Question	Answer

// user-specific answers
	Kann ich am Tag der Prüfung selbst nach Hause fahren?	Wenn Sie ein Beruhigungsmittel ("Schlafspritze" oder "Schlaftablette") erhalten haben, dürfen Sie 12 Stunden lang nicht selbst ein Fahrzeug führen. Öffentliche Verkehrsmittel, ein Taxi oder eine Begleitperson, die Sie fährt, sind erlaubt. Ruhen Sie sich aus und reduzieren Sie Ihre Aktivitäten an diesem Tag auf ein Minimum.
	Kann ich am Tag der Prüfung Auto fahren?	.
	Kann ich nach einer Darmspiegelung Auto fahren?	.
	Kann ich nach der Untersuchung Auto fahren?	.
	Was ist nach der Prüfung zu beachten?	.
	Kann ich nach dem Eingriff selbst nach Hause fahren?	.
	Ist es sicher, nach der Darmspiegelung Auto zu fahren?	.
	Brauche ich jemanden, der mich nach Hause fährt?	.
	
	Kann ich nach der Untersuchung Sport treiben?	Vor der Untersuchung können Sie wie gewohnt Sport treiben, aber für den Tag der Untersuchung sollten Sie besser keine größeren Aktivitäten planen. Ab dem Folgetag können Sie jedoch wieder wie gewohnt Sport treiben und es bei Bedarf langsam angehen lassen.
	Kann ich Sport treiben?	.
	Kann ich Sport treiben?	.
	Kann ich trainieren?	.
	Kann ich nach der Darmspiegelung trainieren?	.
	Wann kann ich wieder mit dem Sport beginnen?	.
	Ist es in Ordnung, nach der Prüfung Sport zu treiben?	.
	
	Wie lange dauert es, bis sich die Darmbeweglichkeit und der Stuhlgang normalisieren?	Es kann ein paar Tage dauern, bis sich die Darmmotilität und der Stuhlgang wieder normalisieren.
	Wie lange dauert es, bis die Beschwerden nachlassen?	.
	Wann wird mein Unbehagen verschwinden?	.
	Wie lange dauert es, bis ich wieder einen normalen Stuhlgang habe?	Sie haben den Darm vollständig entleert. Der Stuhl muss sich erst wieder bilden. Es kann bis zu 10 Tage dauern, bis Ihr Stuhlgang wieder so ist, wie Sie ihn kennen.
	
	Was sollte ich tun, wenn ich Blut im Stuhl bemerke, Blut erbreche oder Fieber bekomme?	Wenn Sie Blut im Stuhl bemerken, Blut erbrechen oder Fieber haben, sollten Sie sofort einen Arzt aufsuchen.
	Was kann ich nach der Untersuchung essen?	Im Prinzip können Sie wieder alles essen und trinken. Wir empfehlen jedoch, den Darm vorsichtig wieder an die Nahrung heranzuführen. Sie haben den Dickdarm vollständig entleert. Beginnen Sie mit leicht verdaulichen Lebensmitteln wie Nudeln, Suppen, Brot usw.
	Was kann ich nach der Untersuchung essen und trinken?	In der Regel können Sie alle Lebensmittel wieder essen. Fragen Sie jedoch den Prüfer. Wir empfehlen, mit leicht verdaulichen Speisen und Getränken zu beginnen (z. B. belegte Brötchen, Tee). Auf Alkohol sollte am Tag der Untersuchung generell verzichtet werden.
	Kann ich nach der Untersuchung noch Termine wahrnehmen?	Es ist besser, für den Tag der Untersuchung keine größeren Aktivitäten zu planen. Ab dem folgenden Tag können Sie jedoch wie gewohnt Termine wahrnehmen
	Kann ich alle meine Medikamente am Tag der Untersuchung einnehmen?	Wenn Sie Fragen zur Medikamenteneinnahme haben, wenden Sie sich bitte an unsere Endoskopieabteilung oder an Ihren behandelnden Arzt.
	
	Wie schnell werde ich mich nach dem Eingriff normal fühlen?	Innerhalb weniger Stunden nach dem Eingriff sollten Sie sich wieder normal fühlen, obwohl es ein oder zwei Tage dauern kann, bis die Restwirkung des Beruhigungsmittels vollständig abgeklungen ist.
	Wie lange dauert es, bis die Wirkung des Beruhigungsmittels nachlässt?	.
	
	Was passiert nach der Koloskopie?	Sobald Sie sich ausgeruht haben, wird der Arzt mit Ihnen über die Ergebnisse der Untersuchung sprechen. Wenn Proben entnommen wurden, dauert die Analyse in der Regel 2-3 Arbeitstage. Sie und Ihr Hausarzt werden schriftlich informiert.
	Wann kann ich nach Hause gehen?	Insgesamt können Sie mit einem Aufenthalt von 2 Stunden im Endoskopiezentrum rechnen. Sie kann natürlich auch kürzer oder länger sein.
	Wann werde ich wieder Auto fahren dürfen?	Wenn Sie eine "Schlafspritze" erhalten haben, dürfen Sie erst nach 12 Stunden wieder aktiv am Straßenverkehr teilnehmen

// just before the colonoscopy
	Ich habe Angst vor dem Verfahren, was soll ich tun?	Wenn Sie vor dem Eingriff nervös sind, sollten Sie sich darauf konzentrieren, was Sie tun können, um Ihre Angst in den Griff zu bekommen. Versuchen Sie zunächst, so viele Informationen wie möglich über das Verfahren zu sammeln. Wenn Sie verstehen, was Schritt für Schritt geschieht, kann das helfen, den Prozess zu entmystifizieren und Ihre Ängste zu verringern. Auch ein Gespräch mit Ihrem medizinischen Betreuer kann Sie beruhigen und Ihnen Klarheit verschaffen; er kann Ihre speziellen Fragen beantworten und Ihnen helfen, Ihre Bedenken auszuräumen.
	Wie kann ich mich mental auf die Prüfung vorbereiten?	.
DontShowAsExample	Ich bin nervös.	.
DontShowAsExample	Ich bin ängstlich.	.
	
	Wo muss ich hin?	Am Tag der Untersuchung müssen Sie sich im Universitätsklinikum Ulm, Oberer Eselsberg, Albert-Einstein-Allee 23, Ebene 1, Endoskopie-Anmeldezentrum
	Wie komme ich in die Klinik?	.
	Muss ich mich zuerst an die Patientenaufnahmeeinrichtung wenden?	Wenn es sich um Ihren ersten Besuch im Quartal handelt, sollten Sie sich mit Ihrem Überweisungsschein zunächst an die Zentrale Zulassungsstelle, Ebene 2, wenden.
	Wo genau befindet sich die Klinik?	.
	Muss ich erst irgendwo einchecken?	.
	Wie komme ich in die Endoskopieabteilung?	.
	
	Sollte ich auf nüchternen Magen gehen?	Am Tag des Eingriffs sollten Sie fasten, um alle Spuren von Nahrungsmitteln zu vermeiden, die die Sehkraft beeinträchtigen könnten.

// during colonoscopy
	Werde ich während der Darmspiegelung sediert?	Während des Eingriffs werden Sie sediert, um Schmerzen zu vermeiden.
	
	Werde ich während der Darmspiegelung sitzen?	Bei der Darmspiegelung liegen Sie normalerweise auf der Seite, oft mit angezogenen Knien. Außerdem erhalten Sie ein Beruhigungsmittel, damit Sie keine Schmerzen verspüren.

DontShowAsExample	Was ist, wenn ich während der Darmspiegelung selbst kacke?	Der Vorbereitungsprozess ist so angelegt, dass Ihr Darm vor dem Eingriff vollständig entleert wird, so dass die Wahrscheinlichkeit, dass er nicht sauber ist, sehr gering ist. Selbst wenn etwas passieren sollte, ist das medizinische Team erfahren im Umgang mit solchen Situationen, so dass Sie sich keine Sorgen machen müssen. Denken Sie einfach daran, sich richtig auf den Eingriff vorzubereiten.

DontShowAsExample	Wird es mir schaden?	Am Tag der Untersuchung erhalten Sie ein Beruhigungsmittel, so dass die Untersuchung schmerzfrei ist. Nach dem Eingriff ist es jedoch möglich, dass Sie sich nicht gut fühlen. Sollten sich die Beschwerden im Laufe des Tages nicht bessern, wenden Sie sich bitte an die Endoskopie des Universitätsklinikums Ulm 0731-500-44632.
	Wird mir das Verfahren schaden?	.
	Tut die Darmspiegelung weh?	.
	
	Was muss ich am Tag der Prüfung tun?	Am Tag der Untersuchung bereiten Sie den 2. Beutel der Abführlösung vor. Beginnen Sie mit dem Trinken, damit Sie mindestens 3 Stunden vor Ihrem Termin bereit sind. Trinken Sie die Abführmittellösung innerhalb einer Stunde in großen Schlucken. Trinken Sie dazu mindestens 1-2 Liter klare Flüssigkeit. Auch wenn es zum Zeitpunkt des Trinkens noch sehr früh ist, ist es sehr wichtig, eine optimale Darmreinigung zu erreichen.
	
// laxatives
	Was werden die Abführmittel bewirken?	Die Abführmittel führen zu einer Zunahme des Stuhlgangs/Durchfalls. Dies ist ein erwünschter Effekt für die Untersuchung und muss Sie nicht beunruhigen
	Wie sieht es mit Arbeits- und Krankheitszeugnissen aus?	In der Regel erhalten Sie eine Krankmeldung für den Tag der Untersuchung. Ab dem Tag nach der Untersuchung können Sie ganz normal zur Arbeit zurückkehren. Sollten Ihre Beschwerden jedoch am Tag nach der Untersuchung weiter bestehen, sollten Sie Ihren Arzt erneut aufsuchen.
	Werde ich in der Lage sein, wieder zu arbeiten?	Ab dem Tag nach der Untersuchung können Sie Ihre Arbeit wie gewohnt wieder aufnehmen. Wenn Ihre Beschwerden jedoch am Tag nach der Untersuchung weiter bestehen, sollten Sie Ihren Arzt erneut aufsuchen.
	
	Muss ich wirklich alles trinken?	Der Darm kann nur dann ausreichend gereinigt werden, wenn Sie die Lösung vollständig einnehmen.
	Ist es notwendig, die gesamte Lösung zu trinken?	.
	
	Kann ich das alles auf einmal trinken?	Bitte halten Sie sich an die Anweisungen auf der Verpackung des Abführmittels.
	Wie sollte ich das Produkt vorbereiten?	.
	
	Jetzt habe ich Durchfall. Ist das normal?	Es ist völlig normal, Durchfall zu haben. Das Abführmittel reinigt den Darm und spült die Fäkalien vollständig aus dem Darm. Wir nehmen dies als Durchfall wahr.
DontShowAsExample	Ich habe Durchfall.	.
	Ich habe Durchfall, ist das zu erwarten?	.
DontShowAsExample	Ich kann nicht von der Toilette aufstehen.	.
DontShowAsExample	Ich kann nicht von der Toilette aufstehen. Ist das normal?	.
DontShowAsExample	Ich kann nicht von der Toilette aufstehen.	.
DontShowAsExample	Ich kann nicht von der Toilette aufstehen. Ist das normal?	.
DontShowAsExample	Ich stehe nicht von der Toilette auf.	.
	Seit ich das Nahrungsergänzungsmittel nehme, habe ich vermehrt Stuhlgang/Durchfall. Ist das normal?	.
	
	Wie oft muss ich auf die Toilette gehen?	Wie oft jemand auf die Toilette geht, ist sehr unterschiedlich, weil jeder Darm anders reagiert. Aber Sie merken, wenn sich der Darm entleert hat.
	Wie lange muss ich mich in der Nähe einer Toilette aufhalten?	.
	
	Warum muss ich es so trinken?	Der Darm ist nun vollständig entleert. Erst dann kann der Untersucher alle Bereiche Ihres Darms gut beurteilen.
	Ich war jetzt schon mehrere Male auf der Toilette. Nichts kommt heraus	Wenn Ihr Stuhl nach Abschluss der Abführmaßnahmen einem Kamillentee ähnelt und keine festen Bestandteile mehr zu sehen sind, sind Sie gut auf die Darmspiegelung vorbereitet.
	
	Wann sollte ich mit der Einnahme des Abführmittels beginnen?	Sie sollten das erste Abführmittel am Tag vor der Untersuchung um 17:00 Uhr trinken. Trinken Sie die Abführmittellösung innerhalb einer Stunde in großen Schlucken und trinken Sie mindestens 1-2 Liter klare Flüssigkeit. Am Tag der Untersuchung sollten Sie das Abführmittel 3 Stunden vor Ihrem Termin trinken. Trinken Sie es auf die gleiche Weise wie das erste und vergessen Sie nicht, klare Flüssigkeit zu trinken. Auch wenn es zum Zeitpunkt der Einnahme noch sehr früh ist, ist es sehr wichtig, eine optimale Darmreinigung zu erreichen.
	Muss ich ein Abführmittel nehmen?	.
	Wann muss ich mit den Einleitungsmaßnahmen beginnen?	.
	Wann sollte ich mit dem Trinken der Abführlösung beginnen?	.
	Wann sollte ich den ersten Beutel einnehmen?	.
	
	Wann sollte ich die erste Lösung trinken?	Sie sollten das erste Abführmittel am Tag vor dem Termin trinken. Rühren Sie den 1. Beutel der Abführmittellösung um. Beginnen Sie um 17:00 Uhr mit dem Trinken. Trinken Sie die Abführmittellösung innerhalb einer Stunde in großen Schlucken. Trinken Sie mindestens 1-2 Liter klare Flüssigkeit.
	Wann muss ich die erste Lösung trinken?	.
	Wann sollte ich das erste Abführmittel trinken?	.
	Wann muss ich das erste Abführmittel trinken?	.
	Wann sollte ich mit der Einnahme des Abführmittels beginnen?	.
	
	Warum muss ich zweimal trinken?	Wenn Sie Ihren Stuhlgang auf den Abend vor der Untersuchung und den Tag der Untersuchung verteilen, wird Ihr Darm sauberer. Außerdem müssen Sie nicht so viel auf einmal trinken.
	Warum muss ich zwei Dosen trinken?	.
	
	Wann muss ich den zweiten Beutel des Abführmittels einnehmen?	Am Tag des Tests trinken Sie die zweite Hälfte des Abführmittels 3 Stunden vor dem geplanten Termin.
	Wann muss ich den 2. Beutel des Abführmittels einnehmen?	.
	Wann nehme ich den anderen Beutel des Abführmittels?	.
	
	Wie sollte mein Stuhlgang nach den Abführmaßnahmen aussehen?	Ihr Stuhl sollte wie Kamillentee aussehen und keine festen Bestandteile mehr enthalten.
	Was soll ich tun, wenn mein Stuhlgang nach der Einnahme des Abführmittels nicht so aussieht, wie er sollte?	Bitte teilen Sie uns dies bei Ihrer Ankunft im Endoskopiezentrum mit.
	
// bring to examination
	Was sollte ich zur Untersuchung mitbringen?	Wenn nicht anders vereinbart, den unterschriebenen Aufklärungsbogen, aktuelle Blutwerte (Gerinnung und Blutbild nicht älter als 10 Tage) und einen Allergiepass, falls vorhanden (bitte informieren Sie den Untersucher vor Beginn der Untersuchung über Medikamentenunverträglichkeiten). Denken Sie auch daran, dass das Mitbringen von warmen Socken empfohlen wird.
	Was muss ich zur Untersuchung mitbringen?	.
	Was sollte ich zu dem Verfahren mitbringen?	.
	Was muss ich zu dem Verfahren mitbringen?	.
	Was sollte ich zur Darmspiegelung mitbringen?	.
	Was muss ich zur Darmspiegelung mitbringen?	.
	Was muss ich mitbringen?	.
	Was muss ich zur Untersuchung mitbringen?	.
	Muss ich zur Untersuchung etwas mitbringen?	.
	
	Welche Blutwerte benötige ich für die Darmspiegelung?	Ein kleines Blutbild (Thrombozyten) und Gerinnungswerte (Quick, PTT) sind für die Koloskopie erforderlich.

	Warum muss ich warme Socken mitbringen?	Socken sind hilfreich, wenn Sie zu kalten Füßen neigen.
	Warum warme Socken?	.

// diet information
ImageHighFibreFood	Was sind ballaststoffreiche Lebensmittel?	Beispiele für ballaststoffreiche Lebensmittel sind Melonen, Kiwis, Tomaten, Weintrauben, Erdbeeren, Müsli, Vollkornprodukte, Zucchini, Salat, Lauch, Bohnen usw.
ImageHighFibreFood	Können Sie mir Beispiele für ballaststoffreiche Lebensmittel nennen?	.
ImageHighFibreFood	Nennen Sie mir Beispiele für ballaststoffreiche Lebensmittel.	.
ImageHighFibreFood	Welche Lebensmittel sind reich an Ballaststoffen?	.
	
ImageSeedFood	Was sind samenhaltige Lebensmittel und ballaststoffreiches Gemüse?	Einige Beispiele für samenhaltige Lebensmittel und ballaststoffreiches Gemüse sind Melone, Kiwi, Tomaten, Weintrauben, Erdbeeren, Müsli, VK-Produkte, Mohn, Zucchini, Salat, Lauch und Bohnen.
ImageSeedFood	Welche Lebensmittel enthalten Samen, die ich vermeiden sollte?	.
ImageSeedFood	Welche Lebensmittel enthalten Samen?	.
ImageSeedFood	Können Sie mir Beispiele für Lebensmittel nennen, die Samen enthalten?	.
ImageSeedFood	Nennen Sie mir Beispiele für Lebensmittel, die Samen enthalten.	.
ImageSeedFood	Welche Lebensmittel enthalten Samen?	.
	
ImageLowFibreFood	Was ist eine ballaststoffarme Mahlzeit?	Ein Beispiel für eine ballaststoffarme Mahlzeit ist eine klare Suppe mit Nudeln oder Kartoffeln.
ImageLowFibreFood	Was sind ballaststoffarme Lebensmittel?	Beispiele für ballaststoffarme Lebensmittel sind klare Suppe, Nudelsuppen, Kartoffelpüree und Weißbrot.
ImageHighFibreFood	Wo befinden sich die Fasern?	Ballaststoffe sind in Tomaten, Zucchini, Kopfsalat, Lauch, Bohnen usw. enthalten.
ImageSeedFood	Warum muss ich Samen vermeiden?	Die Samen können das Endoskop verstopfen und die Untersuchung erheblich beeinträchtigen.
ImageHighFibreFood	Warum muss ich Ballaststoffe vermeiden?	Ballaststoffhaltige Lebensmittel verbleiben länger im Verdauungstrakt. Sie schränken die Sicht bei der Untersuchung stark ein.

ImageColouredDrink	Was sind gefärbte Flüssigkeiten?	Gefärbte Flüssigkeiten sind alle Flüssigkeiten, die man nicht durchschauen kann. Dazu gehören Kaffee, schwarzer Tee, Milch, Cola, dunkler Früchtetee und Rotwein.
ImageColouredDrink	Was fällt unter farbige Getränke?	.
ImageColouredDrink	Was ist ein gefärbtes Getränk?	.
ImageColouredDrink	Was ist eine gefärbte Flüssigkeit?	.
ImageColouredDrink DontShowAsExample	Was ist ein dunkles Getränk?	.
ImageColouredDrink DontShowAsExample	Was ist eine dunkle Flüssigkeit?	.
ImageColouredDrink DontShowAsExample	Was ist ein farbiges Getränk?	.
ImageColouredDrink DontShowAsExample	Was ist eine gefärbte Flüssigkeit?	.

ImageClearDrink	Was sind klare Flüssigkeiten?	Klare Flüssigkeiten sind z. B. Wasser, Apfelsaft, helle Tees.
ImageClearDrink	Was bedeutet "klare Flüssigkeiten"?	.
ImageClearDrink	Was ist ein klares Getränk?	.
ImageClearDrink	Was ist eine klare Flüssigkeit?	.
ImageClearDrink	Was ist ein transparentes Getränk?	.
ImageClearDrink	Was ist eine transparente Flüssigkeit?	.

ImageMealExamples	Geben Sie mir Beispiele für Mahlzeiten.	Beispiele für ballaststoffarme Mahlzeiten ohne Samen sind in dieser Abbildung zu sehen.
ImageMealExamples DontShowAsExample	Beispiel für Mahlzeiten.	.

// preparation
ImageTable	Wann muss ich anfangen, darauf zu achten, was ich esse/trinke?	Ab drei Tagen vor dem Test sollten Lebensmittel, die Samen und ballaststoffreiches Gemüse enthalten, vermieden werden. 1 Tag vor dem Test sind zusätzlich folgende Dinge zu vermeiden
ImageTable	Was sollte ich 3 Tage vor der Untersuchung tun oder nicht tun?	.
ImageTable	Muss ich bei der Ernährung auf etwas achten?	.
ImageTable	Welche Lebensmittel sollte ich in den Tagen vor der Prüfung vermeiden?	.
ImageTable	Welche Ernährung sollte ich drei Tage vor der Prüfung einhalten?	.

	Warum kann ich keine ballaststoffreichen und fettreichen Lebensmittel essen?	Es ist wichtig, dass Sie 3 Tage vor dem Termin keine ballaststoff- und fetthaltigen Nahrungsmittel zu sich nehmen, um die Sicht während der Darmspiegelung nicht zu beeinträchtigen.
	Warum kann ich keine gefärbten Flüssigkeiten trinken?	Farbige Flüssigkeiten können die Sicht während der Untersuchung beeinträchtigen.
	
ImageTable	Was darf ich nicht tun?	Am Tag vor der Untersuchung sollten Sie keine ballaststoffreichen oder fettreichen Mahlzeiten zu sich nehmen und keine gefärbten Flüssigkeiten trinken.
ImageTable	Was sollte ich einen Tag vor der Prüfung tun oder nicht tun?	Vermeiden Sie gefärbte Getränke (klare Flüssigkeiten sind erlaubt), ballaststoffreiche und fettreiche Mahlzeiten sowie Alkohol. Bitte nehmen Sie zum Mittagessen eine ballaststoffarme Mahlzeit zu sich.
	
ImageClearDrink	Welche Arten von Getränken sind vor der Darmspiegelung erlaubt?	Sie können vor der Darmspiegelung alle Arten von klaren Flüssigkeiten trinken.

// copy questions (these are pasted into the next sections)
ImageTable CopyQuestionWhatToDo	Was nun?	Im Moment müssen Sie noch nichts tun, die Vorbereitung beginnt 3 Tage vor dem Termin. Dann müssen Sie eine ballaststoffarme und kernlose Diät beginnen.
ImageTable CopyQuestionWhatToDo	Was muss ich tun?	.
ImageTable CopyQuestionWhatToDo	Was sollte ich tun?	.
ImageTable CopyQuestionWhatToDo DontShowAsExample	Ich weiß nicht, was ich tun soll.	.
ImageTable CopyQuestionWhatToDo DontShowAsExample	Ich weiß nicht, was ich tun soll.	.
ImageTable CopyQuestionWhatToDo DontShowAsExample	Ich weiß nicht, was ich zu tun habe.	.

ImageTable CopyQuestionFood	Welche Lebensmittel sollte ich vermeiden?	Im Moment können Sie wie gewohnt essen, die Vorbereitung beginnt 3 Tage vor dem Termin. Dann müssen Sie mit einer ballaststoffarmen und kernlosen Ernährung beginnen.
ImageTable CopyQuestionFood DontShowAsExample	Welche Diät?	.
ImageTable CopyQuestionFood	Wie sieht die Ernährung aus?	.
ImageTable CopyQuestionFood	Was muss ich essen?	.
ImageTable CopyQuestionFood	Was kann ich essen?	.
ImageTable CopyQuestionFood	Was darf ich essen?	.
ImageTable CopyQuestionFood DontShowAsExample	Kann ich etwas essen?	.
ImageTable CopyQuestionFood DontShowAsExample	Ich möchte etwas essen.	.
ImageTable CopyQuestionFood	Kann ich vor dem Eingriff ballaststoffreiche Lebensmittel zu mir nehmen?	.
ImageTable CopyQuestionFood	Was sollte ich drei Tage vor der Prüfung nicht essen?	.
ImageTable CopyQuestionFood	Gibt es Gemüse, das ich weglassen sollte?	.

ImageTable CopyQuestionDrink DontShowAsExample	Darf ich trinken?	Sie können jetzt alles trinken, was Sie wollen, aber einen Tag vor der Untersuchung verzichten Sie bitte auf farbige Flüssigkeiten (z.B. Kaffee, schwarzer Tee, Milch, Cola, dunkler Früchtetee, Rotwein)
ImageTable CopyQuestionDrink	Was kann ich trinken?	Bis zu 1 Tag vor der Untersuchung dürfen Sie alles trinken. Ab diesem Tag verzichten Sie bitte auf farbige Flüssigkeiten (z. B. Kaffee, schwarzer Tee, Milch, Cola, dunkler Früchtetee, Rotwein)
ImageColouredDrink CopyQuestionDrink	Gibt es irgendwelche Flüssigkeiten, die ich vermeiden sollte?	.
ImageColouredDrink CopyQuestionDrink	Kann ich am Tag vor der Prüfung Kaffee oder Tee trinken?	.

ImageClearDrink CopyQuestionDrink	Was darf ich trinken?	Sie können jetzt alles trinken, was Sie wollen, aber am Tag vor der Darmspiegelung verzichten Sie bitte auf farbige Flüssigkeiten (z. B. Kaffee, schwarzen Tee, Milch, Cola, dunklen Früchtetee, Rotwein)
ImageClearDrink CopyQuestionDrink DontShowAsExample	Kann ich überhaupt einen Drink bekommen?	.

